Team,Side,Playbook,Formation,Play Name
Chiefs,offense,Playbook 5,Pistol,Bunch X Nasty
Chiefs,offense,Playbook 5,Pistol,Bunch Y-Flex
Chiefs,offense,Playbook 5,Pistol,Deuce Close
Chiefs,offense,Playbook 5,Pistol,Empty Bunch Y Flex
Chiefs,offense,Playbook 5,Pistol,Empty Chips Nasty
Chiefs,offense,Playbook 5,Pistol,Empty Trips Speed
Chiefs,offense,Playbook 5,Pistol,Flex Y Off Close
Chiefs,offense,Playbook 5,Pistol,Normal Off Close Wk
Chiefs,offense,Playbook 5,Pistol,Spread Dbl Flex Wk
Chiefs,offense,Playbook 5,Pistol,Tight Open
Chiefs,offense,Playbook 5,Pistol,Tight Y Off
Chiefs,offense,Playbook 5,Pistol,Tight Y Off Wk
Chiefs,offense,Playbook 5,Pistol,Trey Open Offset
Chiefs,offense,Playbook 5,Pistol,Trey Y-Flex
Chiefs,offense,Playbook 5,Pistol,Trey Y-Flex Str
Chiefs,offense,Playbook 5,Pistol,Trio Hb Wk
Chiefs,offense,Playbook 5,Pistol,U Off Trips
Chiefs,offense,Playbook 5,Pistol,Wing Stack Wk
Chiefs,offense,Playbook 5,Pistol,Y Off Trips Nasty
Chiefs,offense,Playbook 5,Pistol,Y Off Trips Wk
Chiefs,offense,Playbook 5,Pistol,Close
Chiefs,offense,Playbook 5,Pistol,Jumbo
Chiefs,offense,Playbook 5,Pistol,Wing
Chiefs,offense,Playbook 5,Pistol,Normal
Chiefs,offense,Playbook 6,Shotgun,Bunch Str Nasty
Chiefs,offense,Playbook 6,Shotgun,Bunch X Nasty
Chiefs,offense,Playbook 6,Shotgun,Bunch Y-Flex
Chiefs,offense,Playbook 6,Shotgun,Deuce Close
Chiefs,offense,Playbook 6,Shotgun,Empty Bunch Y Flex
Chiefs,offense,Playbook 6,Shotgun,Empty Chips Nasty
Chiefs,offense,Playbook 6,Shotgun,Empty Trips Speed
Chiefs,offense,Playbook 6,Shotgun,Flex Y Off Close
Chiefs,offense,Playbook 6,Shotgun,Normal Off Close Wk
Chiefs,offense,Playbook 6,Shotgun,Spread Dbl Flex Wk
Chiefs,offense,Playbook 6,Shotgun,Tight Open
Chiefs,offense,Playbook 6,Shotgun,Tight Y Off
Chiefs,offense,Playbook 6,Shotgun,Tight Y Off Wk
Chiefs,offense,Playbook 6,Shotgun,Trey Open Offset
Chiefs,offense,Playbook 6,Shotgun,Trey Y-Flex
Chiefs,offense,Playbook 6,Shotgun,Trey Y-Flex Str
Chiefs,offense,Playbook 6,Shotgun,Trio Hb Wk
Chiefs,offense,Playbook 6,Shotgun,U Off Trips
Chiefs,offense,Playbook 6,Shotgun,Wing Stack Wk
Chiefs,offense,Playbook 6,Shotgun,Y Off Trips Nasty
Chiefs,offense,Playbook 6,Shotgun,Y Off Trips Wk
Chiefs,offense,Playbook 6,Shotgun,Close
Chiefs,offense,Playbook 6,Shotgun,Jumbo
Chiefs,offense,Playbook 6,Shotgun,Wing
Chiefs,offense,Playbook 6,Shotgun,Normal
Chiefs,offense,Playbook 7,I Form,Close
Chiefs,offense,Playbook 7,I Form,Jumbo
Chiefs,offense,Playbook 7,I Form,Wing
Chiefs,offense,Playbook 7,I Form,Normal
Chiefs,offense,Playbook 8,Strong I,Jumbo
Chiefs,offense,Playbook 8,Strong I,Wing
Chiefs,offense,Playbook 8,Strong I,Normal
Chiefs,offense,Playbook 9,Goal Line Offense,Normal
Chiefs,defense,Playbook 4,3-4,Under
Chiefs,defense,Playbook 4,3-4,Even 6-1
Chiefs,defense,Playbook 4,3-4,Over
Chiefs,defense,Playbook 4,3-4,Over Solid
Chiefs,defense,Playbook 4,3-4,Under
Chiefs,defense,Playbook 4,3-4,3-3
Chiefs,defense,Playbook 4,3-4,Over
Chiefs,defense,Playbook 4,3-4,Over G
Chiefs,defense,Playbook 4,3-4,3-2
Chiefs,defense,Playbook 4,3-4,Normal
Chiefs,defense,Playbook 4,3-4,Normal
Chiefs,defense,Playbook 4,3-4,5-3
Chiefs,defense,Playbook 4,3-4,6-2
Chiefs,defense,Playbook 4,3-4,3 Deep
Chiefs,defense,Playbook 5,4-3,Even 6-1
Chiefs,defense,Playbook 5,4-3,Over
Chiefs,defense,Playbook 5,4-3,Over Solid
Chiefs,defense,Playbook 5,4-3,Under
Chiefs,defense,Playbook 5,4-3,3-3
Chiefs,defense,Playbook 5,4-3,Over
Chiefs,defense,Playbook 5,4-3,Over G
Chiefs,defense,Playbook 5,4-3,3-2
Chiefs,defense,Playbook 5,4-3,Normal
Chiefs,defense,Playbook 5,4-3,Normal
Chiefs,defense,Playbook 5,4-3,5-3
Chiefs,defense,Playbook 5,4-3,6-2
Chiefs,defense,Playbook 5,4-3,3 Deep
Chiefs,defense,Playbook 6,Nickel,3-3
Chiefs,defense,Playbook 6,Nickel,Over
Chiefs,defense,Playbook 6,Nickel,Over G
Chiefs,defense,Playbook 6,Nickel,3-2
Chiefs,defense,Playbook 6,Nickel,Normal
Chiefs,defense,Playbook 6,Nickel,Normal
Chiefs,defense,Playbook 6,Nickel,5-3
Chiefs,defense,Playbook 6,Nickel,6-2
Chiefs,defense,Playbook 6,Nickel,3 Deep
Chiefs,defense,Playbook 7,Big Nickel,Over G
Chiefs,defense,Playbook 7,Big Nickel,3-2
Chiefs,defense,Playbook 7,Big Nickel,Normal
Chiefs,defense,Playbook 7,Big Nickel,Normal
Chiefs,defense,Playbook 7,Big Nickel,5-3
Chiefs,defense,Playbook 7,Big Nickel,6-2
Chiefs,defense,Playbook 7,Big Nickel,3 Deep
Chiefs,defense,Playbook 8,Dime,3-2
Chiefs,defense,Playbook 8,Dime,Normal
Chiefs,defense,Playbook 8,Dime,Normal
Chiefs,defense,Playbook 8,Dime,5-3
Chiefs,defense,Playbook 8,Dime,6-2
Chiefs,defense,Playbook 8,Dime,3 Deep
Chiefs,defense,Playbook 9,Quarter,Normal
Chiefs,defense,Playbook 9,Quarter,5-3
Chiefs,defense,Playbook 9,Quarter,6-2
Chiefs,defense,Playbook 9,Quarter,3 Deep
Chiefs,defense,Playbook 10,Goal Line Defense,5-3
Chiefs,defense,Playbook 10,Goal Line Defense,6-2
Chiefs,defense,Playbook 10,Goal Line Defense,3 Deep
Chiefs,defense,Playbook 11,Prevent,3 Deep
Colts,offense,Playbook 4,Singleback,Bunch
Colts,offense,Playbook 4,Singleback,Doubles Y Off Close
Colts,offense,Playbook 4,Singleback,Wing Slot
Colts,offense,Playbook 4,Singleback,Wing Stack
Colts,offense,Playbook 4,Singleback,Wing Tight
Colts,offense,Playbook 4,Singleback,Deuce Close
Colts,offense,Playbook 4,Singleback,Doubles Y Off
Colts,offense,Playbook 4,Singleback,East Tight
Colts,offense,Playbook 4,Singleback,Strong
Colts,offense,Playbook 4,Singleback,U Off Close
Colts,offense,Playbook 4,Singleback,U Off Stack
Colts,offense,Playbook 4,Singleback,Bunch Offset
Colts,offense,Playbook 4,Singleback,Bunch Str Nasty
Colts,offense,Playbook 4,Singleback,Bunch Wide
Colts,offense,Playbook 4,Singleback,Deuce Close
Colts,offense,Playbook 4,Singleback,Doubles Off Close Wk
Colts,offense,Playbook 4,Singleback,Doubles Offset
Colts,offense,Playbook 4,Singleback,Empty Base Flex
Colts,offense,Playbook 4,Singleback,Empty Base Trio
Colts,offense,Playbook 4,Singleback,Empty Bunch Wide
Colts,offense,Playbook 4,Singleback,Flanker Close
Colts,offense,Playbook 4,Singleback,Normal Y Off
Colts,offense,Playbook 4,Singleback,Split Close
Colts,offense,Playbook 4,Singleback,Spread Y-Flex Wk
Colts,offense,Playbook 4,Singleback,Tight Open
Colts,offense,Playbook 4,Singleback,Tight Y Off Wk
Colts,offense,Playbook 4,Singleback,Trey Open
Colts,offense,Playbook 4,Singleback,Trips Te Flex
Colts,offense,Playbook 4,Singleback,Trips Te Offset
Colts,offense,Playbook 4,Singleback,Wing Slot Wk
Colts,offense,Playbook 4,Singleback,Wing Stack
Colts,offense,Playbook 4,Singleback,Y Off Trips
Colts,offense,Playbook 4,Singleback,Y Off Trips Wk
Colts,offense,Playbook 4,Singleback,Normal
Colts,offense,Playbook 5,Pistol,Deuce Close
Colts,offense,Playbook 5,Pistol,Doubles Y Off
Colts,offense,Playbook 5,Pistol,East Tight
Colts,offense,Playbook 5,Pistol,Strong
Colts,offense,Playbook 5,Pistol,U Off Close
Colts,offense,Playbook 5,Pistol,U Off Stack
Colts,offense,Playbook 5,Pistol,Bunch Offset
Colts,offense,Playbook 5,Pistol,Bunch Str Nasty
Colts,offense,Playbook 5,Pistol,Bunch Wide
Colts,offense,Playbook 5,Pistol,Deuce Close
Colts,offense,Playbook 5,Pistol,Doubles Off Close Wk
Colts,offense,Playbook 5,Pistol,Doubles Offset
Colts,offense,Playbook 5,Pistol,Empty Base Flex
Colts,offense,Playbook 5,Pistol,Empty Base Trio
Colts,offense,Playbook 5,Pistol,Empty Bunch Wide
Colts,offense,Playbook 5,Pistol,Flanker Close
Colts,offense,Playbook 5,Pistol,Normal Y Off
Colts,offense,Playbook 5,Pistol,Split Close
Colts,offense,Playbook 5,Pistol,Spread Y-Flex Wk
Colts,offense,Playbook 5,Pistol,Tight Open
Colts,offense,Playbook 5,Pistol,Tight Y Off Wk
Colts,offense,Playbook 5,Pistol,Trey Open
Colts,offense,Playbook 5,Pistol,Trips Te Flex
Colts,offense,Playbook 5,Pistol,Trips Te Offset
Colts,offense,Playbook 5,Pistol,Wing Slot Wk
Colts,offense,Playbook 5,Pistol,Wing Stack
Colts,offense,Playbook 5,Pistol,Y Off Trips
Colts,offense,Playbook 5,Pistol,Y Off Trips Wk
Colts,offense,Playbook 5,Pistol,Normal
Colts,offense,Playbook 6,Shotgun,Bunch Offset
Colts,offense,Playbook 6,Shotgun,Bunch Str Nasty
Colts,offense,Playbook 6,Shotgun,Bunch Wide
Colts,offense,Playbook 6,Shotgun,Deuce Close
Colts,offense,Playbook 6,Shotgun,Doubles Off Close Wk
Colts,offense,Playbook 6,Shotgun,Doubles Offset
Colts,offense,Playbook 6,Shotgun,Empty Base Flex
Colts,offense,Playbook 6,Shotgun,Empty Base Trio
Colts,offense,Playbook 6,Shotgun,Empty Bunch Wide
Colts,offense,Playbook 6,Shotgun,Flanker Close
Colts,offense,Playbook 6,Shotgun,Normal Y Off
Colts,offense,Playbook 6,Shotgun,Split Close
Colts,offense,Playbook 6,Shotgun,Spread Y-Flex Wk
Colts,offense,Playbook 6,Shotgun,Tight Open
Colts,offense,Playbook 6,Shotgun,Tight Y Off Wk
Colts,offense,Playbook 6,Shotgun,Trey Open
Colts,offense,Playbook 6,Shotgun,Trips Te Flex
Colts,offense,Playbook 6,Shotgun,Trips Te Offset
Colts,offense,Playbook 6,Shotgun,Wing Slot Wk
Colts,offense,Playbook 6,Shotgun,Wing Stack
Colts,offense,Playbook 6,Shotgun,Y Off Trips
Colts,offense,Playbook 6,Shotgun,Y Off Trips Wk
Colts,offense,Playbook 6,Shotgun,Normal
Colts,offense,Playbook 7,Goal Line Offense,Normal
Colts,defense,Playbook 4,4-3,Even 6-1
Colts,defense,Playbook 4,4-3,Over
Colts,defense,Playbook 4,4-3,Over Solid
Colts,defense,Playbook 4,4-3,Over Wide
Colts,defense,Playbook 4,4-3,Bear
Colts,defense,Playbook 4,4-3,Double Mug
Colts,defense,Playbook 4,4-3,Over
Colts,defense,Playbook 4,4-3,Wide
Colts,defense,Playbook 4,4-3,Over G
Colts,defense,Playbook 4,4-3,Rush
Colts,defense,Playbook 4,4-3,Sugar 3-2
Colts,defense,Playbook 4,4-3,5-3
Colts,defense,Playbook 4,4-3,6-2
Colts,defense,Playbook 4,4-3,3 Deep
Colts,defense,Playbook 5,46,Bear
Colts,defense,Playbook 5,46,Double Mug
Colts,defense,Playbook 5,46,Over
Colts,defense,Playbook 5,46,Wide
Colts,defense,Playbook 5,46,Over G
Colts,defense,Playbook 5,46,Rush
Colts,defense,Playbook 5,46,Sugar 3-2
Colts,defense,Playbook 5,46,5-3
Colts,defense,Playbook 5,46,6-2
Colts,defense,Playbook 5,46,3 Deep
Colts,defense,Playbook 6,Nickel,Double Mug
Colts,defense,Playbook 6,Nickel,Over
Colts,defense,Playbook 6,Nickel,Wide
Colts,defense,Playbook 6,Nickel,Over G
Colts,defense,Playbook 6,Nickel,Rush
Colts,defense,Playbook 6,Nickel,Sugar 3-2
Colts,defense,Playbook 6,Nickel,5-3
Colts,defense,Playbook 6,Nickel,6-2
Colts,defense,Playbook 6,Nickel,3 Deep
Colts,defense,Playbook 7,Big Nickel,Over G
Colts,defense,Playbook 7,Big Nickel,Rush
Colts,defense,Playbook 7,Big Nickel,Sugar 3-2
Colts,defense,Playbook 7,Big Nickel,5-3
Colts,defense,Playbook 7,Big Nickel,6-2
Colts,defense,Playbook 7,Big Nickel,3 Deep
Colts,defense,Playbook 8,Dime,Rush
Colts,defense,Playbook 8,Dime,Sugar 3-2
Colts,defense,Playbook 8,Dime,5-3
Colts,defense,Playbook 8,Dime,6-2
Colts,defense,Playbook 8,Dime,3 Deep
Colts,defense,Playbook 9,Dollar,Sugar 3-2
Colts,defense,Playbook 9,Dollar,5-3
Colts,defense,Playbook 9,Dollar,6-2
Colts,defense,Playbook 9,Dollar,3 Deep
Colts,defense,Playbook 10,Goal Line Defense,5-3
Colts,defense,Playbook 10,Goal Line Defense,6-2
Colts,defense,Playbook 10,Goal Line Defense,3 Deep
Colts,defense,Playbook 11,Prevent,3 Deep
Commanders,offense,Playbook 4,Singleback,Bunch Te
Commanders,offense,Playbook 4,Singleback,U Off Close
Commanders,offense,Playbook 4,Singleback,Wing
Commanders,offense,Playbook 4,Singleback,Wing Pair
Commanders,offense,Playbook 4,Singleback,Doubles Y Off
Commanders,offense,Playbook 4,Singleback,Strong Slot Open
Commanders,offense,Playbook 4,Singleback,Trips Left Open
Commanders,offense,Playbook 4,Singleback,Wing Flex Close
Commanders,offense,Playbook 4,Singleback,Bunch Open Offset
Commanders,offense,Playbook 4,Singleback,Bunch Str Offset
Commanders,offense,Playbook 4,Singleback,Double Stack
Commanders,offense,Playbook 4,Singleback,Double Wing
Commanders,offense,Playbook 4,Singleback,Doubles Y Off
Commanders,offense,Playbook 4,Singleback,Duo Slot Open
Commanders,offense,Playbook 4,Singleback,Empty Base
Commanders,offense,Playbook 4,Singleback,Empty Bunch
Commanders,offense,Playbook 4,Singleback,Empty Chips Tight
Commanders,offense,Playbook 4,Singleback,Empty Quads
Commanders,offense,Playbook 4,Singleback,Split Slot Offset
Commanders,offense,Playbook 4,Singleback,Split Slot Open
Commanders,offense,Playbook 4,Singleback,Spread
Commanders,offense,Playbook 4,Singleback,Spread Dbl Flex
Commanders,offense,Playbook 4,Singleback,Tight
Commanders,offense,Playbook 4,Singleback,Trey Open Offset
Commanders,offense,Playbook 4,Singleback,Trips
Commanders,offense,Playbook 4,Singleback,Trips Hb Wk
Commanders,offense,Playbook 4,Singleback,U Off Trips
Commanders,offense,Playbook 4,Singleback,Wing Slot Offset
Commanders,offense,Playbook 4,Singleback,Y Off Trips
Commanders,offense,Playbook 4,Singleback,Normal
Commanders,offense,Playbook 5,Pistol,Doubles Y Off
Commanders,offense,Playbook 5,Pistol,Strong Slot Open
Commanders,offense,Playbook 5,Pistol,Trips Left Open
Commanders,offense,Playbook 5,Pistol,Wing Flex Close
Commanders,offense,Playbook 5,Pistol,Bunch Open Offset
Commanders,offense,Playbook 5,Pistol,Bunch Str Offset
Commanders,offense,Playbook 5,Pistol,Double Stack
Commanders,offense,Playbook 5,Pistol,Double Wing
Commanders,offense,Playbook 5,Pistol,Doubles Y Off
Commanders,offense,Playbook 5,Pistol,Duo Slot Open
Commanders,offense,Playbook 5,Pistol,Empty Base
Commanders,offense,Playbook 5,Pistol,Empty Bunch
Commanders,offense,Playbook 5,Pistol,Empty Chips Tight
Commanders,offense,Playbook 5,Pistol,Empty Quads
Commanders,offense,Playbook 5,Pistol,Split Slot Offset
Commanders,offense,Playbook 5,Pistol,Split Slot Open
Commanders,offense,Playbook 5,Pistol,Spread
Commanders,offense,Playbook 5,Pistol,Spread Dbl Flex
Commanders,offense,Playbook 5,Pistol,Tight
Commanders,offense,Playbook 5,Pistol,Trey Open Offset
Commanders,offense,Playbook 5,Pistol,Trips
Commanders,offense,Playbook 5,Pistol,Trips Hb Wk
Commanders,offense,Playbook 5,Pistol,U Off Trips
Commanders,offense,Playbook 5,Pistol,Wing Slot Offset
Commanders,offense,Playbook 5,Pistol,Y Off Trips
Commanders,offense,Playbook 5,Pistol,Normal
Commanders,offense,Playbook 6,Shotgun,Bunch Open Offset
Commanders,offense,Playbook 6,Shotgun,Bunch Str Offset
Commanders,offense,Playbook 6,Shotgun,Double Stack
Commanders,offense,Playbook 6,Shotgun,Double Wing
Commanders,offense,Playbook 6,Shotgun,Doubles Y Off
Commanders,offense,Playbook 6,Shotgun,Duo Slot Open
Commanders,offense,Playbook 6,Shotgun,Empty Base
Commanders,offense,Playbook 6,Shotgun,Empty Bunch
Commanders,offense,Playbook 6,Shotgun,Empty Chips Tight
Commanders,offense,Playbook 6,Shotgun,Empty Quads
Commanders,offense,Playbook 6,Shotgun,Split Slot Offset
Commanders,offense,Playbook 6,Shotgun,Split Slot Open
Commanders,offense,Playbook 6,Shotgun,Spread
Commanders,offense,Playbook 6,Shotgun,Spread Dbl Flex
Commanders,offense,Playbook 6,Shotgun,Tight
Commanders,offense,Playbook 6,Shotgun,Trey Open Offset
Commanders,offense,Playbook 6,Shotgun,Trips
Commanders,offense,Playbook 6,Shotgun,Trips Hb Wk
Commanders,offense,Playbook 6,Shotgun,U Off Trips
Commanders,offense,Playbook 6,Shotgun,Wing Slot Offset
Commanders,offense,Playbook 6,Shotgun,Y Off Trips
Commanders,offense,Playbook 6,Shotgun,Normal
Commanders,offense,Playbook 7,Goal Line Offense,Normal
Commanders,defense,Playbook 4,4-3,Over
Commanders,defense,Playbook 4,4-3,Over Solid
Commanders,defense,Playbook 4,4-3,Over Wide
Commanders,defense,Playbook 4,4-3,Under
Commanders,defense,Playbook 4,4-3,Bear
Commanders,defense,Playbook 4,4-3,Split
Commanders,defense,Playbook 4,4-3,2-4 Dbl Mug
Commanders,defense,Playbook 4,4-3,3-3 Cub
Commanders,defense,Playbook 4,4-3,3-3 Will
Commanders,defense,Playbook 4,4-3,Rush
Commanders,defense,Playbook 4,4-3,5-3
Commanders,defense,Playbook 4,4-3,6-2
Commanders,defense,Playbook 4,4-3,3 Deep
Commanders,defense,Playbook 5,46,Bear
Commanders,defense,Playbook 5,46,Split
Commanders,defense,Playbook 5,46,2-4 Dbl Mug
Commanders,defense,Playbook 5,46,3-3 Cub
Commanders,defense,Playbook 5,46,3-3 Will
Commanders,defense,Playbook 5,46,Rush
Commanders,defense,Playbook 5,46,5-3
Commanders,defense,Playbook 5,46,6-2
Commanders,defense,Playbook 5,46,3 Deep
Commanders,defense,Playbook 6,4-4,Split
Commanders,defense,Playbook 6,4-4,2-4 Dbl Mug
Commanders,defense,Playbook 6,4-4,3-3 Cub
Commanders,defense,Playbook 6,4-4,3-3 Will
Commanders,defense,Playbook 6,4-4,Rush
Commanders,defense,Playbook 6,4-4,5-3
Commanders,defense,Playbook 6,4-4,6-2
Commanders,defense,Playbook 6,4-4,3 Deep
Commanders,defense,Playbook 7,Nickel,2-4 Dbl Mug
Commanders,defense,Playbook 7,Nickel,3-3 Cub
Commanders,defense,Playbook 7,Nickel,3-3 Will
Commanders,defense,Playbook 7,Nickel,Rush
Commanders,defense,Playbook 7,Nickel,5-3
Commanders,defense,Playbook 7,Nickel,6-2
Commanders,defense,Playbook 7,Nickel,3 Deep
Commanders,defense,Playbook 8,Dime,Rush
Commanders,defense,Playbook 8,Dime,5-3
Commanders,defense,Playbook 8,Dime,6-2
Commanders,defense,Playbook 8,Dime,3 Deep
Commanders,defense,Playbook 9,Goal Line Defense,5-3
Commanders,defense,Playbook 9,Goal Line Defense,6-2
Commanders,defense,Playbook 9,Goal Line Defense,3 Deep
Commanders,defense,Playbook 10,Prevent,3 Deep
Cowboys,offense,Playbook 4,Singleback,Ace Close
Cowboys,offense,Playbook 4,Singleback,Bunch
Cowboys,offense,Playbook 4,Singleback,Tight Doubles
Cowboys,offense,Playbook 4,Singleback,Wing
Cowboys,offense,Playbook 4,Singleback,Wing Pair
Cowboys,offense,Playbook 4,Singleback,Wing Stack
Cowboys,offense,Playbook 4,Singleback,Y Trips
Cowboys,offense,Playbook 4,Singleback,Ace
Cowboys,offense,Playbook 4,Singleback,Double Stack
Cowboys,offense,Playbook 4,Singleback,Bunch Open Te
Cowboys,offense,Playbook 4,Singleback,Bunch Quads Close
Cowboys,offense,Playbook 4,Singleback,Bunch Wide
Cowboys,offense,Playbook 4,Singleback,Doubles Hb Wk
Cowboys,offense,Playbook 4,Singleback,Doubles Hip
Cowboys,offense,Playbook 4,Singleback,Doubles Z Close
Cowboys,offense,Playbook 4,Singleback,Empty Base Flex
Cowboys,offense,Playbook 4,Singleback,Empty Bunch Wide
Cowboys,offense,Playbook 4,Singleback,Split Offset
Cowboys,offense,Playbook 4,Singleback,Spread Y-Flex Wk
Cowboys,offense,Playbook 4,Singleback,Tight Open
Cowboys,offense,Playbook 4,Singleback,Tight Y Off Wk
Cowboys,offense,Playbook 4,Singleback,Trey Offset
Cowboys,offense,Playbook 4,Singleback,Trey Open
Cowboys,offense,Playbook 4,Singleback,Trio Y-Flex
Cowboys,offense,Playbook 4,Singleback,Trips Te Offset
Cowboys,offense,Playbook 4,Singleback,Wing Slot Offset
Cowboys,offense,Playbook 4,Singleback,Slot
Cowboys,offense,Playbook 4,Singleback,Slot Flex
Cowboys,offense,Playbook 4,Singleback,Tight
Cowboys,offense,Playbook 4,Singleback,Wing
Cowboys,offense,Playbook 4,Singleback,Close
Cowboys,offense,Playbook 4,Singleback,Slot
Cowboys,offense,Playbook 4,Singleback,Slot Flex
Cowboys,offense,Playbook 4,Singleback,Wing
Cowboys,offense,Playbook 4,Singleback,Z Close
Cowboys,offense,Playbook 4,Singleback,H Wing
Cowboys,offense,Playbook 4,Singleback,Z Close
Cowboys,offense,Playbook 4,Singleback,Normal
Cowboys,offense,Playbook 5,Pistol,Ace
Cowboys,offense,Playbook 5,Pistol,Double Stack
Cowboys,offense,Playbook 5,Pistol,Bunch Open Te
Cowboys,offense,Playbook 5,Pistol,Bunch Quads Close
Cowboys,offense,Playbook 5,Pistol,Bunch Wide
Cowboys,offense,Playbook 5,Pistol,Doubles Hb Wk
Cowboys,offense,Playbook 5,Pistol,Doubles Hip
Cowboys,offense,Playbook 5,Pistol,Doubles Z Close
Cowboys,offense,Playbook 5,Pistol,Empty Base Flex
Cowboys,offense,Playbook 5,Pistol,Empty Bunch Wide
Cowboys,offense,Playbook 5,Pistol,Split Offset
Cowboys,offense,Playbook 5,Pistol,Spread Y-Flex Wk
Cowboys,offense,Playbook 5,Pistol,Tight Open
Cowboys,offense,Playbook 5,Pistol,Tight Y Off Wk
Cowboys,offense,Playbook 5,Pistol,Trey Offset
Cowboys,offense,Playbook 5,Pistol,Trey Open
Cowboys,offense,Playbook 5,Pistol,Trio Y-Flex
Cowboys,offense,Playbook 5,Pistol,Trips Te Offset
Cowboys,offense,Playbook 5,Pistol,Wing Slot Offset
Cowboys,offense,Playbook 5,Pistol,Slot
Cowboys,offense,Playbook 5,Pistol,Slot Flex
Cowboys,offense,Playbook 5,Pistol,Tight
Cowboys,offense,Playbook 5,Pistol,Wing
Cowboys,offense,Playbook 5,Pistol,Close
Cowboys,offense,Playbook 5,Pistol,Slot
Cowboys,offense,Playbook 5,Pistol,Slot Flex
Cowboys,offense,Playbook 5,Pistol,Wing
Cowboys,offense,Playbook 5,Pistol,Z Close
Cowboys,offense,Playbook 5,Pistol,H Wing
Cowboys,offense,Playbook 5,Pistol,Z Close
Cowboys,offense,Playbook 5,Pistol,Normal
Cowboys,offense,Playbook 6,Shotgun,Bunch Open Te
Cowboys,offense,Playbook 6,Shotgun,Bunch Quads Close
Cowboys,offense,Playbook 6,Shotgun,Bunch Wide
Cowboys,offense,Playbook 6,Shotgun,Doubles Hb Wk
Cowboys,offense,Playbook 6,Shotgun,Doubles Hip
Cowboys,offense,Playbook 6,Shotgun,Doubles Z Close
Cowboys,offense,Playbook 6,Shotgun,Empty Base Flex
Cowboys,offense,Playbook 6,Shotgun,Empty Bunch Wide
Cowboys,offense,Playbook 6,Shotgun,Split Offset
Cowboys,offense,Playbook 6,Shotgun,Spread Y-Flex Wk
Cowboys,offense,Playbook 6,Shotgun,Tight Open
Cowboys,offense,Playbook 6,Shotgun,Tight Y Off Wk
Cowboys,offense,Playbook 6,Shotgun,Trey Offset
Cowboys,offense,Playbook 6,Shotgun,Trey Open
Cowboys,offense,Playbook 6,Shotgun,Trio Y-Flex
Cowboys,offense,Playbook 6,Shotgun,Trips Te Offset
Cowboys,offense,Playbook 6,Shotgun,Wing Slot Offset
Cowboys,offense,Playbook 6,Shotgun,Slot
Cowboys,offense,Playbook 6,Shotgun,Slot Flex
Cowboys,offense,Playbook 6,Shotgun,Tight
Cowboys,offense,Playbook 6,Shotgun,Wing
Cowboys,offense,Playbook 6,Shotgun,Close
Cowboys,offense,Playbook 6,Shotgun,Slot
Cowboys,offense,Playbook 6,Shotgun,Slot Flex
Cowboys,offense,Playbook 6,Shotgun,Wing
Cowboys,offense,Playbook 6,Shotgun,Z Close
Cowboys,offense,Playbook 6,Shotgun,H Wing
Cowboys,offense,Playbook 6,Shotgun,Z Close
Cowboys,offense,Playbook 6,Shotgun,Normal
Cowboys,offense,Playbook 7,I Form,Slot
Cowboys,offense,Playbook 7,I Form,Slot Flex
Cowboys,offense,Playbook 7,I Form,Tight
